292.812	300.227	302.411	297.261	289.218	287.134	291.305	292.178	289.455	282.011	270.541	269.197	272.637	273.24	273.454	275.966	275.652	294.327	284.869	269.347	270.727	296.737	283.567	279.115	277.687	275.991	276.167	273.541	268.605	260.795	252.212	246.705	247.977	266.175	277.305	275.623	265.79	269.699	268.11	271.133	276.965	283.26	293.937	282.208	278.558	286.075	297.073	290.77	282.665	277.813	274.202	270.588	266.904	268.066	263.603	261.451	269.199	292.539	324.559	333.891	319.705	298.169	285.88	271.92	265.868	254.435	246.892	249.825	252.966	253.466	245.523	241.251	244.583	245.229	273.406	285.977	289.549	287.108	277.922	265.497	262.762	263.358	264.024	263.574	265.281	257.183	255.441	258.258	259.983	260.68	266.114	275.433	283.213	285.709	284.355	286.754	297.921	298.302	286.242	284.788	
288.462	292.034	292.156	288.829	285.289	286.788	292.906	288.541	285.164	283.465	280.228	278.017	277.648	273.573	270.143	272.704	281.958	292.859	283.833	271.213	270.797	287.933	275.796	271.761	271.366	272.343	276.906	273.308	267.607	260.568	254.066	250.615	252.227	263.515	270.76	273.66	275.082	265.783	264.052	264.273	267.121	273.817	283.849	275.697	272.022	277.175	286.228	282.009	276.751	274.015	271.908	269.77	268.468	272.895	271.289	276.083	293.571	322.962	332.887	331.231	308.788	282.944	272.811	262.35	260.099	252.922	247.179	248.82	254.076	254.708	249.955	248.39	252.096	252.498	275.225	285.731	287.676	283.549	274.314	262.211	260.664	261.756	262.783	263.72	265.138	260.398	260.978	264.602	266.65	269.361	274.907	282.752	289.316	291.354	287.201	288.222	292.414	292.044	288.079	292.913	
281.006	278.932	276.307	276.025	278.74	283.431	291.791	282.745	279.256	285.163	294.305	291.563	285.939	276.273	269.379	273.278	294.234	292.736	283.202	274.191	270.454	270.561	263.368	260.95	260.397	262.306	271.622	270.143	264.99	259.361	255.752	255.824	258.202	257.685	259.201	269.588	287.389	260.921	259.663	258.372	257.812	261.991	268.961	266.941	265.412	266.785	270.003	269.426	270.293	272.033	271.436	269.44	271.081	279.237	281.217	294.745	323.366	357.081	337.438	326.856	298.125	269.33	263.145	252.645	250.739	249.253	248.074	248.942	254.989	255.67	256.383	258.728	261.909	262.1	273.614	279.644	279.079	273.373	265.971	259.123	258.274	258.712	259.315	260.617	262.014	264.866	270.017	273.681	273.663	279.627	288.48	293.023	295.841	297.864	292.729	293.615	287.822	285.333	291.596	304.218	
281.634	282.251	282.664	286.755	290.282	284.126	279.999	277.437	285.044	294.237	292.283	290.048	282.612	275.966	272.834	274.715	282.22	278.202	273.397	275.366	282.664	277.238	273.551	271.052	267.714	264.509	265.625	261.761	256.228	257.759	263.337	262.569	252.257	249.561	259.418	272.579	275.392	260.648	260.901	261.926	263.569	268.163	277.163	275.202	273.292	272.535	274.004	280.432	275.09	270.432	266.688	265.235	269.147	292.937	310.232	327.01	340.438	341.853	313.48	293.402	276.376	264.41	258.994	248.95	246.375	245.397	245.457	247.123	251.748	252.341	252.45	254.707	262.823	282.15	279.968	272.839	267.887	267.357	268.572	255.683	253.992	256.228	258.749	260.26	264.043	263.542	265.758	271.141	276.664	272.933	277.437	291.506	308.783	319.721	310.222	302.257	284.557	275.171	281.755	296.053	
279.821	282.003	286.207	292.933	296.498	288	279.831	281.751	291.319	298.134	292.217	289.832	283.494	279.541	278.581	280.01	284.375	280.23	277.735	281.142	287	278.417	277.447	275.556	272.34	267.924	262.628	256.973	251.128	258.719	270.996	266.564	253.768	250.172	261.16	272.653	268.548	263.959	264.802	267.18	270.487	274.825	280.636	278.401	276.714	275.077	275.279	284.532	278.4	273.9	270.404	271.304	284.119	310.77	333.012	347.618	346.576	322.349	293.69	270.215	260.646	257.391	250.114	242.819	244.822	243.809	242.612	245.338	252.637	253.396	254.966	259.858	270.749	291.136	281.213	266.5	258.983	260.673	264.298	252.519	250.635	252.906	256.638	260.7	264.875	263.824	266.066	272.415	279.24	273.982	274.437	289.083	310.009	324.703	316.058	306.539	286.499	275.757	282.37	296.709	
274.607	276.789	285.831	292.773	295.299	296.3	295.847	299.461	298.272	294.822	294.874	291.423	290.236	288.523	287.52	290.675	306.258	305.318	301.764	293.326	280.372	271.942	272.59	272.263	273.217	273.027	263.81	257.19	251.128	263.248	278.758	266.731	265.661	262.944	265.026	268.664	268.879	272.26	272.41	274.801	279.022	282.171	277.526	274.553	273.929	273.153	272.758	279.016	279.639	284.428	285.906	291.676	322.628	334.356	347.11	351.994	337.488	296.89	279.702	261.323	253.297	247.447	234.65	233.294	247.182	245.38	239.45	243.6	259.274	260.557	266.461	277.781	288.44	284.716	275.344	260.808	253.267	253.058	250.454	249.741	248.567	248.417	252.376	262.25	264.039	266.341	272.73	278.997	281.222	285.811	282.637	285.397	294.92	306.188	305.664	304.749	295.689	291.306	297.543	309.648	
274.79	276.929	287.187	290.202	286.226	287.178	294.649	297.851	297.511	297.528	301.231	298.433	299.09	298.102	295.458	294	302.312	302.882	301.299	294.237	281.952	273.464	275.157	271.401	268.346	267.194	262.481	253.345	246.816	256.83	271.737	267.345	277.664	270.926	268.134	270.367	272.417	277.227	280.968	281.181	281.913	285.302	283.533	283.848	281.533	278.54	278.589	287.22	283.408	283.243	289.108	307.447	347.083	356.634	353.596	336.297	309.593	283.14	273.734	254.232	245.091	242.495	236.829	230.217	236.833	246.205	252.217	254.706	267.058	275.719	271.95	272.036	279.08	273.76	264.103	254.619	250.405	250.903	250.979	255.713	256.608	255.867	257.075	262.782	261.808	264.305	280.67	292.09	283.642	289.945	281.535	280.473	287.205	296.377	297.266	302.468	301.855	301.767	302.867	297.269	
275.947	278.06	286.665	285.934	277.874	277.765	289.951	292.969	294.54	298.011	303.567	303.02	305.208	304.727	301.074	296.172	295.93	297.611	298.886	295.696	287.118	278.481	280.925	273.663	266.14	263.294	263.045	253.05	246.436	252.436	264.517	268.162	282.852	273.41	270.701	274.603	275.714	279.861	286.322	285.393	283.771	287.356	289.206	292.315	288.805	284.3	284.788	294.45	289.147	283.935	295.465	327.08	367.615	371.461	354.566	319.781	284.709	271.854	267.849	249.334	240.262	241.378	243.902	231.458	229.402	247.67	264.949	267.305	274.666	287.901	275.23	264.692	267.584	263.084	254.73	250.896	250.697	252.676	255.231	260.938	262.134	260.904	261.318	266.541	264.447	267.369	289.241	302.985	287.536	293.412	282.133	278.616	283.036	290.201	291.6	297.863	302.049	305.913	305.187	287.522	
276.575	278.739	278.803	277.78	277.314	279.415	285.663	290.702	289.65	287.064	290.189	295.936	300.915	301.272	299.782	299.627	299.384	302.038	306.983	306.719	298.364	289.422	292.051	284.475	276.618	273.265	271.532	267.172	261.904	262.222	266.841	269.338	265.653	261.203	272.021	283.204	276.005	277.158	280.534	283.37	286.144	288.792	287.494	289.006	287.828	286.241	286.43	289.036	299.591	298.846	320.63	362.528	384.991	362.798	342.729	314.428	282.652	260.559	256.706	250.374	247.078	249.376	254.832	242.387	240.286	251.74	266.582	275.932	280.908	284.81	275.418	268.433	267.75	256.447	255.176	255.594	259.345	263.543	261.773	257.684	252.453	249.808	257.89	281.572	283.996	290.27	298.998	302.197	295.953	300.001	294.708	287.652	285.397	289.919	293.501	285.986	284.775	292.896	304.464	303.853	
281.397	283.97	282.634	282.688	286.193	291.687	283.425	286.23	288.049	288.681	292.467	299.359	296.782	293.825	293.832	296.866	296.591	298.698	302.506	302.936	297.431	289.196	287.968	286.641	281.306	272.996	267.999	265.753	267.126	268.424	269.166	270.462	265.641	263.904	272.085	280.066	276.039	275.501	277.668	285.391	292.991	294.298	286.855	285.881	290.888	297.916	302.951	302.673	315.942	327.535	349.91	374.964	374.231	334.504	315.402	295.314	272.419	256.194	252.95	250.851	249.518	251.46	256.69	249.101	254.471	266.625	277.49	279.979	270.218	269.911	264.704	261.485	261.078	252.913	256.275	254.964	256.146	260.022	260.596	258.083	254.932	253.638	263.416	290.385	290.775	294.517	292.157	287.589	287.173	291.61	291.173	288.04	288.836	295.43	297.675	290.786	294.838	300.904	303.975	306.635	
