% 
/oll
/sa l 	B=+9.0000-T;	 2
674.638	4222.34
674.647	3773.54
674.657	3340.77
674.666	2995.84
674.676	2932
674.686	2901
674.695	2888
674.705	2873.95
674.714	2787.79
674.724	2815
674.733	2814
674.743	2813.84
674.752	2892
674.762	2833
674.772	2865
674.781	2910.01
674.791	2952.09
674.8	2913.98
674.81	2981
674.819	2910.01
674.829	3135
674.839	3038.24
674.848	3120
674.858	3112
674.867	3038.24
674.877	3172
674.886	3194
674.896	3113
674.905	3085.68
674.915	3052
674.925	3210
674.934	3155
674.944	3183
674.953	3077
674.963	3030
674.972	3090.33
674.982	3099
674.991	3163
675.001	3174
675.011	3355
675.02	3357
675.03	3316
675.039	3137.59
675.049	3007.82
675.058	3124
675.068	2966.11
675.077	2998
675.087	3013.8
675.097	3023
675.106	2907
675.116	2900
675.125	2906
675.135	2878.05
675.144	2951
675.154	2823
675.163	2888
675.173	2808.17
675.182	2817.85
675.192	2858
675.202	2784.21
675.211	2696.37
675.221	2730.31
675.23	2840
675.24	2790.2
675.249	2817
675.259	2738.29
675.268	2783
675.278	2785.79
675.288	2881
675.297	2848
675.307	2822
675.316	2793
675.326	2817.85
675.335	2816.16
675.345	2815.84
675.354	2964
675.364	2927
675.373	2874.05
675.383	2951
675.393	2902
675.402	2973.88
675.412	3023
675.421	3040
675.431	3012
675.44	3077
675.45	3113
675.459	3174
675.469	3426
675.479	3461
675.488	3560
675.498	3569
675.507	3557
675.517	3600
675.526	3778
675.536	3908
675.545	4046
675.555	4039
675.564	4000
675.574	3839.66
675.583	3913.79
675.593	3986
675.603	3935.83
675.612	4003.95
675.622	3850
675.631	3863.7
675.641	4007
675.65	4049
675.66	4229
675.669	4329
675.679	4574
675.688	5352
675.698	6328
675.708	7990
675.717	10343
675.727	13200
675.736	16806.7
675.746	20016.3
675.755	23505
675.765	25482
675.774	26726.2
675.784	26061.1
675.793	24543.6
675.803	22237.7
675.812	19609
675.822	16296.3
675.831	14006.3
675.841	11722
675.851	9812
675.86	8074.83
675.87	6829.04
675.879	6019
675.889	5531
675.898	5253
675.908	5026
675.917	4851
675.927	4676.86
675.936	4461.24
675.946	4501
675.955	4326
675.965	4342
675.974	4326
675.984	4114.15
675.994	4221
676.003	4152
676.013	4083.91
676.022	4108.14
676.032	4036.01
676.041	4175
676.051	4488.81
676.06	4718.78
676.07	4917.57
676.079	5129.95
676.089	5182
676.098	5241
676.108	5131
676.117	4937.61
676.127	4606.98
676.136	4712
676.146	4347
676.156	3986
676.165	3905
676.175	3807
676.184	3739
676.194	3505
676.203	3444
676.213	3360.81
676.222	3264.64
676.232	3226
676.241	3247
676.251	3090
676.26	3189
676.27	3178.49
676.279	3241
676.289	3116.38
676.298	3250
676.308	3353
676.318	3241
676.327	3137.59
676.337	3246.61
676.346	3253
676.356	3222.57
676.365	3232.58
676.375	3284
676.384	3076
676.394	3060
676.403	3099.65
676.413	3209
676.422	3080
676.432	2981
676.441	2915
676.451	2946.07
676.46	2889
676.47	2789.8
676.479	2772
676.489	2761
676.498	2771
676.508	2738
676.517	2704
676.527	2607.47
676.536	2617.49
676.546	2642
676.556	2601
676.565	2509.3
676.575	2498.72
676.584	2463.22
676.594	2510.7
676.603	2541.36
676.613	2523
676.622	2424
676.632	2436
676.641	2524
676.651	2463.22
676.66	2450
676.67	2530
676.679	2435.17
676.689	2376
676.698	2479
676.708	2475
676.717	2387.08
676.727	2461
676.736	2455.2
676.746	2512
676.755	2388
676.765	2315
676.774	2378
676.784	2335.01
676.793	2360
676.803	2395
676.812	2339
676.822	2453
676.831	2369.05
676.841	2455
676.85	2373.06
676.86	2414
676.87	2350
676.879	2371.06
676.888	2361
676.898	2492
676.908	2308.95
676.917	2307
676.927	2268.87
676.936	2293
676.946	2206.76
676.955	2254
676.965	2310
676.974	2285
676.984	2213
676.993	2206.76
677.003	2254
677.012	2169
677.022	2193
677.031	2123
677.041	2191
677.05	2191
677.06	2178.71
677.069	2244
