524.7	76521.8
524.712	76765
524.724	77277
524.735	75827.1
524.747	74502
524.759	73713
524.77	73993.5
524.782	76686.5
524.794	77943.1
524.805	75282
524.817	71825
524.829	71352
524.841	71369.4
524.852	71374.6
524.864	71636
524.876	70223.6
524.887	68859
524.899	66778
524.911	66755.9
524.923	66134.8
524.934	65818
524.946	65798.1
524.958	65739
524.969	64715
524.981	62619.8
524.993	62394
525.005	63055
525.016	62712
525.028	63030
525.04	63336.5
525.051	63752
525.063	63608
525.075	63538
525.086	65382.6
525.098	67482.7
525.11	70388
525.122	71331.5
525.133	71492
525.145	67795.9
525.157	64502.3
525.168	61742
525.18	59026.6
525.192	57592.8
525.203	55603
525.215	52719.6
525.227	51328
525.239	49819
525.25	48313.4
525.262	48350
525.274	47994.8
525.285	48227.2
525.297	48225.2
525.309	48935
525.32	49513.6
525.332	51132.7
525.344	53736.5
525.356	58224
525.367	63786.4
525.379	65177
525.391	62674.3
525.402	57580.7
525.414	53982
525.426	51561.5
525.438	50485.5
525.449	49420
525.461	47656.2
525.473	46406.2
525.484	45373.9
525.496	45127
525.508	44668
525.519	44204
525.531	43167.7
525.543	43560.5
525.555	44219.7
525.566	47010.9
525.578	50137.2
525.59	48191.2
525.601	45021.2
525.613	43879
525.625	43277
525.636	43187
525.648	43358
525.66	42965.4
525.672	42669
525.683	42584
525.695	42049.7
525.707	41596.8
525.718	41090
525.73	40773
525.742	41149
525.753	41391
525.765	41875
525.777	41353
525.789	43110
525.8	44473
525.812	44703
525.824	44449
525.835	44001
525.847	44217
525.859	43569
525.87	42520
525.882	41641
525.894	39944
525.905	39692
525.917	38984.1
525.929	38953
525.941	38228
525.952	37008.2
525.964	36657
525.976	36096
525.987	35925.8
525.999	36614
526.011	37584
526.022	39950
526.034	42689
526.046	46353
526.057	48107
526.069	48411.6
526.081	47754.3
526.093	46766
526.104	44223
526.116	40708
526.128	38064.2
526.139	36305
526.151	34875
526.163	34392.7
526.174	35324.9
526.186	37621.4
526.198	42402
526.21	45527
526.221	43380
526.233	38988.1
526.245	36248
526.256	34160
526.268	34019.4
526.28	34095.2
526.291	34071.3
526.303	34270.9
526.315	34768
526.326	34869
526.338	35819
526.35	35137.3
526.362	34961.6
526.373	34652.2
526.385	34074
526.397	33528.3
526.408	33992
526.42	33332.7
526.432	33726
526.443	33562
526.455	33747.9
526.467	33870
526.478	33390.6
526.49	33317
526.502	33147
526.514	32648
526.525	32691
526.537	32520.2
526.549	32453
526.56	32319
526.572	32107
526.584	32399.6
526.595	33128.9
526.607	34418
526.619	35962.2
526.63	38869
526.642	41778
526.654	45972
526.665	49399
526.677	49986
526.689	49099.1
526.701	48763
526.712	44098.5
526.724	38844
526.736	34955
526.747	33794.2
526.759	33846
526.771	33390.6
526.782	32863
526.794	32457
526.806	32526
526.817	32591.9
526.829	33668
526.841	35171
526.852	35781.9
526.864	37647.4
526.876	39467
526.888	38665.3
526.899	37481.1
526.911	35705.8
526.923	34729.9
526.934	34770
526.946	34515.5
526.958	33982.5
526.969	34068.7
526.981	34635.8
526.993	35136.7
527.004	35623.6
527.016	36930.1
527.028	37853.8
527.039	39226.4
527.051	40458.7
527.063	41330
527.074	40667.1
527.086	39707.3
527.098	37733.6
527.11	37221
527.121	36164.6
527.133	35329.1
527.145	34584.3
527.156	33596.2
527.168	32759
527.18	32400
527.191	31589
527.203	31224
527.215	31674
527.226	32869.5
527.238	33925
527.25	34846
527.261	34532
527.273	35546
527.285	36725.7
527.296	37184
527.308	35530.6
527.32	32427.6
527.331	30566.1
527.343	29670
527.355	29321.8
527.367	29396
527.378	29982.9
527.39	29683
527.402	30251
527.413	30428
527.425	30352
527.437	30570
527.448	30427
527.46	30279
527.472	29619.6
527.483	29499
527.495	28654
527.507	28336
527.518	28618.5
527.53	29002.8
527.542	29863
527.553	31699.7
527.565	34424
527.577	36892
527.588	39277
527.6	40059.9
527.612	39018
527.623	36613
527.635	34222
527.647	32757
527.659	31244.6
527.67	30618
527.682	30729.5
527.694	30750
527.705	30229
527.717	30716.4
527.729	31471
527.74	30746.5
527.752	29196
527.764	27899
527.775	27141
527.787	26690
527.799	26365
527.81	26624
527.822	26980.6
527.834	28248
527.845	30327
527.857	32513
527.869	35256.9
527.88	37950
527.892	39964
527.904	40622
527.915	40228
527.927	39456
527.939	39040
527.95	39038
527.962	38902
527.974	37114.4
527.985	34660.2
527.997	31365
528.009	29006.8
528.02	27880.9
528.032	27610
528.044	26649.2
528.055	26429
528.067	26275
528.079	25752
528.091	25578
528.102	25621
528.114	25613
528.126	25356
528.137	25671
528.149	26148
528.161	25937
528.172	25813
528.184	24934.4
528.196	24430
528.207	24028
528.219	23307
528.231	23065.9
528.242	23052
528.254	22730
528.266	23041
528.277	23119.8
528.289	23476
528.301	23766.6
528.312	24585
528.324	24905.5
528.336	25052
528.347	25694
528.359	26221
528.371	26808.9
528.382	26745
528.394	26418
528.406	25350.4
528.417	24477
528.429	23190.3
528.441	22307
528.452	21425
528.464	21102
528.476	20752
528.487	21220
528.499	20884
528.511	21046
528.522	20719.7
528.534	21104
528.546	20978
528.557	20700.3
528.569	20631.5
528.581	20379.1
528.592	20427
528.604	20145
528.616	20029.6
528.627	20485
